補充搜尋關鍵詞,學校代碼,學校名稱,學校簡稱,學系代碼,學系名稱,學系簡稱,學群類別,招生名額可填志願數,學群類別代碼,學校學群類別,術科考試,國文檢定,英文檢定,數學A檢定,數學B檢定,社會檢定,自然檢定,大考英聽檢定,術科項目1檢定,術科項目2檢定,術科項目3檢定,術科項目4檢定,術科項目5檢定
,8,中原大學,中原,805,國際經營與貿易學系,國貿系,第一類學群,15,1,8-1,--,--,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,806,會計學系,會計學系,第一類學群,15,1,8-1,--,後標,--,--,--,--,--,--,,,,,
,8,中原大學,中原,807,資訊管理學系,資管系,第一類學群,15,1,8-1,--,--,--,底標,底標,--,--,--,,,,,
,8,中原大學,中原,808,財務金融學系,財金系,第一類學群,15,1,8-1,--,後標,--,--,--,--,--,--,,,,,
,8,中原大學,中原,809,財經法律學系財貿法組,財法財貿組,第一類學群,15,1,8-1,--,後標,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,810,財經法律學系科技法組,財法科技組,第一類學群,15,1,8-1,--,後標,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,811,室內設計學系,室設系,第一類學群,15,1,8-1,--,後標,--,--,--,--,--,--,,,,,
,8,中原大學,中原,812,商業設計學系商業設計組乙類,商設商設乙,第一類學群,15,1,8-1,--,--,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,813,特殊教育學系,特教系,第一類學群,15,1,8-1,--,後標,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,814,應用外國語文學系,應用外語系,第一類學群,15,1,8-1,--,--,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,815,應用華語文學系,應華系,第一類學群,15,1,8-1,--,後標,--,--,--,--,--,--,,,,,
,8,中原大學,中原,816,應用數學系,應用數學系,第二類學群,22,2,8-2,--,--,--,後標,--,--,--,--,,,,,
,8,中原大學,中原,817,物理學系物理組,物理系物理,第二類學群,22,2,8-2,--,--,--,後標,--,--,後標,--,,,,,
,8,中原大學,中原,818,物理學系光電與材料科學組,物理系光材,第二類學群,22,2,8-2,--,--,--,後標,--,--,後標,--,,,,,
,8,中原大學,中原,819,化學系化學組,化學組,第二類學群,22,2,8-2,--,--,後標,後標,--,--,後標,--,,,,,
,8,中原大學,中原,820,化學系材料化學組,材料化學組,第二類學群,22,2,8-2,--,--,後標,後標,--,--,後標,--,,,,,
,8,中原大學,中原,821,化學工程學系綠能製程組,化工綠能組,第二類學群,22,2,8-2,--,--,後標,--,--,--,後標,--,,,,,
,8,中原大學,中原,822,化學工程學系生化工程組,化工生化組,第二類學群,22,2,8-2,--,--,後標,--,--,--,後標,--,,,,,
,8,中原大學,中原,823,化學工程學系材料工程組,化工材料組,第二類學群,22,2,8-2,--,--,後標,--,--,--,後標,--,,,,,
,8,中原大學,中原,824,土木工程學系,土木系,第二類學群,22,2,8-2,--,--,--,後標,--,--,--,--,,,,,
,8,中原大學,中原,825,機械工程學系,機械系,第二類學群,22,2,8-2,--,--,--,--,--,--,後標,--,,,,,
,8,中原大學,中原,826,生物醫學工程學系,醫工系,第二類學群,22,2,8-2,--,--,--,後標,--,--,後標,--,,,,,
,8,中原大學,中原,827,環境工程學系,環工系,第二類學群,22,2,8-2,--,--,後標,後標,後標,--,--,--,,,,,
,8,中原大學,中原,828,電機資訊學院學士班,電資學士班,第二類學群,22,2,8-2,--,--,後標,後標,--,--,--,--,,,,,
,8,中原大學,中原,829,工業與系統工程學系工程組,工業工程組,第二類學群,22,2,8-2,--,--,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,830,電子工程學系,電子系,第二類學群,22,2,8-2,--,--,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,831,資訊工程學系,資工系,第二類學群,22,2,8-2,--,--,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,832,電機工程學系,電機工程系,第二類學群,22,2,8-2,--,--,--,後標,--,--,--,--,,,,,
,8,中原大學,中原,833,電機資訊學院智慧運算與大數據學士班,智運學士班,第二類學群,22,2,8-2,--,--,--,後標,--,--,--,--,,,,,
,8,中原大學,中原,834,建築學系,建築學系,第二類學群,22,2,8-2,--,--,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,835,商業設計學系產品設計組乙類,商設產設乙,第二類學群,22,2,8-2,--,--,--,--,--,--,後標,--,,,,,
,8,中原大學,中原,836,地景建築學系,地景系,第二類學群,22,2,8-2,--,後標,--,後標,後標,--,--,--,,,,,
,8,中原大學,中原,837,半導體產業學士學位學程,半導體學士,第二類學群,22,2,8-2,--,--,後標,--,--,--,--,--,,,,,
,8,中原大學,中原,838,心理學系,心理學系,第三類學群,2,3,8-3,--,--,後標,後標,--,--,--,--,,,,,
,8,中原大學,中原,839,生物科技學系,生科系,第三類學群,2,3,8-3,--,--,後標,--,--,--,後標,--,,,,,
,8,中原大學,中原,840,商業設計學系商業設計組甲類,商設商設甲,第五類學群,2,5,8-5,是,--,後標,--,--,--,--,--,後標,,,,
,8,中原大學,中原,841,商業設計學系產品設計組甲類,商設產設甲,第五類學群,2,5,8-5,是,--,--,--,--,--,--,--,,,後標,,
,9,東海大學,東海,901,中國文學系,中文系,第一類學群,21,1,9-1,--,後標,--,--,--,--,--,--,,,,,
,9,東海大學,東海,902,外國語文學系,外文系,第一類學群,21,1,9-1,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,903,歷史學系,歷史學系,第一類學群,21,1,9-1,--,--,--,--,--,均標,--,--,,,,,
,9,東海大學,東海,904,日本語言文化學系,日文系,第一類學群,21,1,9-1,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,905,哲學系,哲學系,第一類學群,21,1,9-1,--,後標,--,--,--,--,--,--,,,,,
,9,東海大學,東海,906,工業工程與經營資訊學系(智慧經營與管理A組),工工管理A,第一類學群,21,1,9-1,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,907,企業管理學系,企管系,第一類學群,21,1,9-1,--,後標,--,--,--,--,--,--,,,,,
,9,東海大學,東海,908,國際經營與貿易學系,國貿系,第一類學群,21,1,9-1,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,909,會計學系,會計學系,第一類學群,21,1,9-1,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,910,財務金融學系,財金系,第一類學群,21,1,9-1,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,911,統計學系(決策管理組),決策組,第一類學群,21,1,9-1,--,--,--,--,後標,--,--,--,,,,,
,9,東海大學,東海,912,資訊管理學系,資管系,第一類學群,21,1,9-1,--,--,--,後標,後標,--,--,--,,,,,
,9,東海大學,東海,913,經濟學系,經濟學系,第一類學群,21,1,9-1,--,--,--,--,後標,--,--,--,,,,,
,9,東海大學,東海,914,政治學系,政治系,第一類學群,21,1,9-1,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,915,行政管理暨政策學系,行政系,第一類學群,21,1,9-1,--,--,--,--,--,均標,--,--,,,,,
,9,東海大學,東海,916,社會學系,社會學系,第一類學群,21,1,9-1,--,--,--,--,--,底標,--,--,,,,,
,9,東海大學,東海,917,社會工作學系,社工系,第一類學群,21,1,9-1,--,--,--,--,--,後標,--,--,,,,,
,9,東海大學,東海,918,餐旅管理學系,餐旅系,第一類學群,21,1,9-1,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,919,工業設計學系(B組),工設系B組,第一類學群,21,1,9-1,--,--,均標,--,--,--,--,--,,,,,
,9,東海大學,東海,920,法律學系,法律學系,第一類學群,21,1,9-1,--,均標,均標,後標,後標,--,--,--,,,,,
,9,東海大學,東海,921,國際學院國際經營管理學位學程,國經學程,第一類學群,21,1,9-1,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,922,應用物理學系,應物系,第二類學群,15,2,9-2,--,--,--,底標,--,--,--,--,,,,,
,9,東海大學,東海,923,化學系化學組,化化組,第二類學群,15,2,9-2,--,--,--,--,--,--,後標,--,,,,,
,9,東海大學,東海,924,化學系化學生物組,化生組,第二類學群,15,2,9-2,--,--,--,--,--,--,後標,--,,,,,
,9,東海大學,東海,925,智慧計算暨應用數學系,應數系,第二類學群,15,2,9-2,--,--,--,後標,後標,--,--,--,,,,,
,9,東海大學,東海,926,化學工程與材料工程學系,化材系,第二類學群,15,2,9-2,--,--,--,底標,--,--,底標,--,,,,,
,9,東海大學,東海,927,工業工程與經營資訊學系(智慧設計與生產組),工工設計組,第二類學群,15,2,9-2,--,--,--,後標,--,--,--,--,,,,,
,9,東海大學,東海,928,工業工程與經營資訊學系(智慧經營與管理B組),工工管理B,第二類學群,15,2,9-2,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,929,環境科學與工程學系,環工系,第二類學群,15,2,9-2,--,--,--,底標,底標,--,後標,--,,,,,
,9,東海大學,東海,930,資訊工程學系,資工系,第二類學群,15,2,9-2,--,--,--,後標,--,--,--,--,,,,,
,9,東海大學,東海,931,電機工程學系,電機系,第二類學群,15,2,9-2,--,--,--,後標,後標,--,--,--,,,,,
,9,東海大學,東海,932,統計學系(巨量資料管理組),巨量組,第二類學群,15,2,9-2,--,--,--,後標,--,--,--,--,,,,,
,9,東海大學,東海,933,建築學系,建築系,第二類學群,15,2,9-2,--,--,前標,前標,前標,--,--,--,,,,,
,9,東海大學,東海,934,工業設計學系(A組),工設系A組,第二類學群,15,2,9-2,--,--,均標,--,--,--,--,--,,,,,
,9,東海大學,東海,935,景觀學系,景觀學系,第二類學群,15,2,9-2,--,後標,--,--,--,--,--,--,,,,,
,9,東海大學,東海,936,永續科學與管理學士學位學程,永續學程,第二類學群,15,2,9-2,--,--,後標,--,--,--,--,--,,,,,
,9,東海大學,東海,937,生命科學系(生物醫學組),生科(生醫),第三類學群,5,3,9-3,--,--,均標,--,--,--,--,--,,,,,
,9,東海大學,東海,938,生命科學系(生態暨生物多樣性組),生科(生態),第三類學群,5,3,9-3,--,--,--,--,--,--,後標,--,,,,,
,9,東海大學,東海,939,畜產與生物科技學系,畜產生技系,第三類學群,5,3,9-3,--,--,--,--,--,--,後標,--,,,,,
,9,東海大學,東海,940,食品科學系,食科系,第三類學群,5,3,9-3,--,--,--,--,--,--,後標,--,,,,,
,9,東海大學,東海,941,高齡健康與運動科學學士學位學程,健運學程,第三類學群,5,3,9-3,--,底標,底標,--,--,--,--,--,,,,,
,9,東海大學,東海,942,美術學系,美術學系,第五類學群,1,5,9-5,--,均標,--,--,--,--,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1101,中國文學系甲組(一般組),中文系甲組,第一類學群,13,1,11-1,--,頂標,前標,--,均標,前標,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1102,中國文學系乙組(華語文教學組),中文系乙組,第一類學群,13,1,11-1,--,頂標,前標,--,均標,前標,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1103,外國語文學系,外語系,第一類學群,13,1,11-1,--,前標,頂標,--,均標,前標,--,A級,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1104,人文社會學院學士班,人社學士班,第一類學群,13,1,11-1,--,前標,前標,--,均標,前標,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1105,教育與學習科技學系,教科系,第一類學群,13,1,11-1,--,前標,前標,--,均標,前標,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1106,幼兒教育學系,幼教系,第一類學群,13,1,11-1,--,前標,前標,--,--,前標,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1107,教育心理與諮商學系,心諮系,第一類學群,13,1,11-1,--,前標,前標,--,前標,--,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1108,特殊教育學系,特教系,第一類學群,13,1,11-1,--,前標,前標,--,--,前標,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1109,英語教學系,英教系,第一類學群,13,1,11-1,--,前標,頂標,--,均標,均標,--,A級,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1110,竹師教育學院學士班,教育學士班,第一類學群,13,1,11-1,--,前標,前標,均標,前標,--,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1111,環境與文化資源學系,環文系,第一類學群,13,1,11-1,--,前標,前標,--,前標,頂標,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1112,經濟學系,經濟系,第一類學群,13,1,11-1,--,前標,前標,前標,--,前標,--,B級,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1113,科技管理學院學士班,科管學士班,第一類學群,13,1,11-1,--,前標,頂標,前標,--,--,--,B級,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1114,計量財務金融學系,計財系,第二類學群,21,2,11-2,--,前標,前標,頂標,--,--,--,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1115,數學系甲組(數學組),數學系甲組,第二類學群,21,2,11-2,--,--,均標,頂標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1116,數學系乙組(應用數學組),數學系乙組,第二類學群,21,2,11-2,--,--,均標,頂標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1117,物理學系物理組(甲組一般組),物理系甲組,第二類學群,21,2,11-2,--,前標,前標,頂標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1118,物理學系物理組(乙組天文物理組),物理系乙組,第二類學群,21,2,11-2,--,前標,前標,頂標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1119,物理學系光電物理組,物理光電組,第二類學群,21,2,11-2,--,前標,前標,頂標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1120,化學系,化學系,第二類學群,21,2,11-2,--,--,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1121,理學院學士班,理學學士班,第二類學群,21,2,11-2,--,--,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1122,生醫工程與環境科學系,醫環系,第二類學群,21,2,11-2,--,--,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1123,工程與系統科學系甲組(低碳綠能組),工科系甲組,第二類學群,21,2,11-2,--,前標,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1124,工程與系統科學系乙組(智慧奈米系統組),工科系乙組,第二類學群,21,2,11-2,--,前標,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1125,原子科學院學士班,原科學士班,第二類學群,21,2,11-2,--,前標,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1126,化學工程學系,化工系,第二類學群,21,2,11-2,--,--,前標,頂標,--,--,頂標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1127,動力機械工程學系,動機系,第二類學群,21,2,11-2,--,--,前標,頂標,--,--,頂標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1128,材料科學工程學系,材料系,第二類學群,21,2,11-2,--,--,頂標,頂標,--,--,頂標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1129,工業工程與工程管理學系,工工系,第二類學群,21,2,11-2,--,前標,前標,頂標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1130,工學院學士班,工學學士班,第二類學群,21,2,11-2,--,前標,頂標,前標,--,--,頂標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1131,電機工程學系甲組,電機系甲組,第二類學群,21,2,11-2,--,--,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1132,電機工程學系乙組,電機系乙組,第二類學群,21,2,11-2,--,--,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1133,資訊工程學系,資工系,第二類學群,21,2,11-2,--,前標,頂標,頂標,--,--,頂標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1134,電機資訊學院學士班,電資學士班,第二類學群,21,2,11-2,--,前標,前標,頂標,--,--,頂標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1135,生命科學系,生科系,第三類學群,3,3,11-3,--,--,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1136,醫學科學系,醫科系,第三類學群,3,3,11-3,--,前標,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1137,生命科學暨醫學院學士班,生醫學士班,第三類學群,3,3,11-3,--,前標,前標,前標,--,--,前標,--,,,,,
"NTHU,清華大學",11,國立清華大學,清大,1138,藝術與設計學系創作組,藝設創作組,第五類學群,2,5,11-5,是,均標,均標,--,--,--,--,--,均標,均標,均標,均標,均標
"NTHU,清華大學",11,國立清華大學,清大,1139,藝術與設計學系設計組,藝設設計組,第五類學群,2,5,11-5,是,均標,均標,--,--,--,--,--,均標,,均標,,
,12,中國醫藥大學,中國醫,1201,中醫學系甲組,中醫甲,第三類學群,15,3,12-3,--,前標,--,頂標,--,前標,頂標,--,,,,,
,12,中國醫藥大學,中國醫,1202,中醫學系乙組,中醫乙,第三類學群,15,3,12-3,--,前標,--,頂標,--,前標,頂標,--,,,,,
,12,中國醫藥大學,中國醫,1203,藥學系,藥學,第三類學群,15,3,12-3,--,--,均標,均標,--,--,均標,C級,,,,,
,12,中國醫藥大學,中國醫,1204,護理學系,護理,第三類學群,15,3,12-3,--,--,底標,--,--,--,底標,--,,,,,
,12,中國醫藥大學,中國醫,1205,醫學檢驗生物技術學系,醫技,第三類學群,15,3,12-3,--,--,底標,--,--,--,底標,--,,,,,
,12,中國醫藥大學,中國醫,1206,營養學系,營養,第三類學群,15,3,12-3,--,--,底標,--,--,--,底標,--,,,,,
,12,中國醫藥大學,中國醫,1207,物理治療學系,物治,第三類學群,15,3,12-3,--,--,底標,--,--,--,--,--,,,,,
,12,中國醫藥大學,中國醫,1208,生物科技學系,生科,第三類學群,15,3,12-3,--,--,底標,--,--,--,底標,--,,,,,
,12,中國醫藥大學,中國醫,1209,運動醫學系,運醫,第三類學群,15,3,12-3,--,--,底標,--,--,--,底標,--,,,,,
,12,中國醫藥大學,中國醫,1210,中國藥學暨中藥資源學系,中藥中資,第三類學群,15,3,12-3,--,底標,底標,--,--,--,--,--,,,,,
,12,中國醫藥大學,中國醫,1211,藥用化妝品學系,藥妝,第三類學群,15,3,12-3,--,--,底標,--,--,--,底標,--,,,,,
,12,中國醫藥大學,中國醫,1212,生物醫學影像暨放射科學學系,醫放,第三類學群,15,3,12-3,--,--,底標,--,--,--,--,--,,,,,
,12,中國醫藥大學,中國醫,1213,公共衛生學院大一不分系,公衛不分系,第三類學群,15,3,12-3,--,底標,底標,--,--,--,--,--,,,,,
,12,中國醫藥大學,中國醫,1214,生物醫學工程學系,醫工,第三類學群,15,3,12-3,--,--,底標,--,--,--,底標,--,,,,,
,12,中國醫藥大學,中國醫,1215,醫療資訊學系,醫資,第三類學群,15,3,12-3,--,--,底標,--,--,--,底標,--,,,,,
,12,中國醫藥大學,中國醫,1216,牙醫學系,牙醫,第八類學群,2,8,12-8,--,前標,--,前標,--,前標,前標,--,,,,,
,12,中國醫藥大學,中國醫,1217,醫學系,醫學,第八類學群,2,8,12-8,--,前標,--,頂標,--,前標,頂標,A級,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1301,資訊管理與財務金融學系財務金融組,資財系財金,第一類學群,5,1,13-1,--,前標,前標,前標,--,--,--,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1302,管理科學系,管理科學系,第一類學群,5,1,13-1,--,前標,前標,前標,--,--,--,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1303,傳播與科技學系,傳播科技系,第一類學群,5,1,13-1,--,頂標,頂標,--,均標,前標,--,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1304,外國語文學系,外文系,第一類學群,5,1,13-1,--,前標,頂標,--,均標,前標,--,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1305,人文社會學系,人社系,第一類學群,5,1,13-1,--,前標,前標,--,--,前標,--,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1306,半導體工程學系固態電子組,半導系固態,第二類學群,20,2,13-2,--,--,前標,頂標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1307,半導體工程學系奈米科學組,半導系奈米,第二類學群,20,2,13-2,--,--,前標,前標,--,--,頂標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1308,理學院科學學士學位學程(乙組),科學乙組,第二類學群,20,2,13-2,--,均標,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1309,理學院科學學士學位學程(丙組),科學丙組,第二類學群,20,2,13-2,--,均標,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1310,電機工程學系甲組(電資國際組),電機系甲組,第二類學群,20,2,13-2,--,--,頂標,頂標,--,--,頂標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1311,電機工程學系乙組(電機工程組),電機系乙組,第二類學群,20,2,13-2,--,--,前標,頂標,--,--,頂標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1312,電機工程學系丙組(醫學電資組),電機系丙組,第二類學群,20,2,13-2,--,--,前標,頂標,--,--,頂標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1313,光電工程學系,光電系,第二類學群,20,2,13-2,--,均標,前標,頂標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1314,資訊工程學系,資工系,第二類學群,20,2,13-2,--,前標,前標,頂標,--,--,頂標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1315,材料科學與工程學系,材料系,第二類學群,20,2,13-2,--,均標,均標,均標,--,--,均標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1316,機械工程學系,機械系,第二類學群,20,2,13-2,--,前標,前標,頂標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1317,土木工程學系(科技暨基礎建設永續發展組),土木系甲組,第二類學群,20,2,13-2,--,前標,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1318,電子物理學系光電與奈米科學組,電物光奈組,第二類學群,20,2,13-2,--,前標,前標,頂標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1319,電子物理學系電子物理組,電物電物組,第二類學群,20,2,13-2,--,前標,前標,頂標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1320,應用化學系,應化系,第二類學群,20,2,13-2,--,均標,頂標,均標,--,--,頂標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1321,應用數學系,應用數學系,第二類學群,20,2,13-2,--,均標,前標,頂標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1322,資訊管理與財務金融學系資訊管理組,資財系資管,第二類學群,20,2,13-2,--,--,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1323,運輸與物流管理學系,運管系,第二類學群,20,2,13-2,--,均標,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1324,工業工程與管理學系,工工系,第二類學群,20,2,13-2,--,--,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1325,生物醫學工程學系,醫工系,第二類學群,20,2,13-2,--,均標,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1326,生物科技學系(甲組),生技系甲組,第三類學群,5,3,13-3,--,--,前標,--,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1327,生物科技學系(乙組),生技系乙組,第三類學群,5,3,13-3,--,--,--,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1328,醫學生物技術暨檢驗學系,醫技系,第三類學群,5,3,13-3,--,均標,前標,均標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1329,生物醫學影像暨放射科學系,醫放系,第三類學群,5,3,13-3,--,均標,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1330,護理學系,護理學系,第三類學群,5,3,13-3,--,--,均標,均標,--,--,均標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1331,物理治療暨輔助科技學系,物治輔具系,第三類學群,5,3,13-3,--,均標,前標,均標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1332,生命科學系暨基因體科學研究所,生命科學系,第三類學群,5,3,13-3,--,均標,前標,均標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1333,藥學系,藥學系,第三類學群,5,3,13-3,--,均標,前標,均標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1334,學士班大一大二不分系,不分系,第三類學群,5,3,13-3,--,--,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1335,中醫學系,中醫學系,第三類學群,5,3,13-3,--,前標,前標,前標,--,--,前標,--,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1336,牙醫學系,牙醫系,第八類學群,1,8,13-8,--,頂標,頂標,頂標,--,--,頂標,A級,,,,,
"NYCU,陽明交通大學,陽明,交大",13,國立陽明交通大學,陽明交通,1337,醫學系,醫學系,第八類學群,1,8,13-8,--,頂標,頂標,頂標,--,--,頂標,--,,,,,
,14,淡江大學,淡江,1401,中國文學學系,中文系,第一類學群,31,1,14-1,--,後標,--,--,--,--,--,--,,,,,
,14,淡江大學,淡江,1402,歷史學系,歷史系,第一類學群,31,1,14-1,--,--,--,--,--,後標,--,--,,,,,
,14,淡江大學,淡江,1403,資訊與圖書館學系,資圖系,第一類學群,31,1,14-1,--,後標,後標,--,--,--,--,--,,,,,
,14,淡江大學,淡江,1404,大眾傳播學系,大傳系,第一類學群,31,1,14-1,--,後標,--,--,--,--,--,--,,,,,
,14,淡江大學,淡江,1405,資訊傳播學系,資傳系,第一類學群,31,1,14-1,--,後標,--,--,--,--,--,--,,,,,
,14,淡江大學,淡江,1406,教育科技學系,教科系,第一類學群,31,1,14-1,--,後標,--,--,--,--,--,--,,,,,
,14,淡江大學,淡江,1407,教育與未來設計學系,教設系,第一類學群,31,1,14-1,--,後標,--,--,--,--,--,--,,,,,
,14,淡江大學,淡江,1408,英文學系,英文系,第一類學群,31,1,14-1,--,--,後標,--,--,--,--,--,,,,,
,14,淡江大學,淡江,1409,英文學系全英語學士班,英文全英班,第一類學群,31,1,14-1,--,--,後標,--,--,--,--,--,,,,,
,14,淡江大學,淡江,1410,歐洲語文學系法文組,歐語法文組,第一類學群,31,1,14-1,--,--,後標,--,--,--,--,--,,,,,
